sample_index,task,doc_id,mode,prompt_tokens,generated_tokens,prefill_s,decode_s,decode_steps,decode_tps,ptq_routes,fp_routes,avg_route_score
11,mmlu_abstract_algebra,11,auto,59,8,0.11866559000918642,0.5599109840695746,7,12.501987278624595,7,0,0.7678571428571429
11,mmlu_abstract_algebra,11,ptq,59,8,0.11835922196041793,0.5645458899671212,7,12.39934631426982,7,0,0.7678571428571429
11,mmlu_abstract_algebra,11,fp,59,8,0.11873640696285293,0.706405523000285,7,9.90932229729633,0,7,0.7678571428571429
12,mmlu_abstract_algebra,12,auto,44,8,0.11558951198821887,0.5639196849660948,7,12.413115176890605,7,0,0.7862723214285714
12,mmlu_abstract_algebra,12,ptq,44,8,0.11546880903188139,0.5618475160445087,7,12.45889640890656,7,0,0.7862723214285714
12,mmlu_abstract_algebra,12,fp,44,8,0.11556362500414252,0.7042240859591402,7,9.94001787153606,0,7,0.7862723214285714
13,mmlu_abstract_algebra,13,auto,110,8,0.1347669560345821,0.5610466559883207,7,12.476680727503915,7,0,0.8018973214285714
13,mmlu_abstract_algebra,13,ptq,110,8,0.1344024749705568,0.5598755469545722,7,12.502778587270527,7,0,0.8018973214285714
13,mmlu_abstract_algebra,13,fp,110,8,0.13434033101657405,0.7105024619959295,7,9.852182609382856,0,7,0.7857142857142857
14,mmlu_abstract_algebra,14,auto,39,8,0.11414717399748042,0.5614682019804604,7,12.46731333191974,7,0,0.7974330357142857
14,mmlu_abstract_algebra,14,ptq,39,8,0.11387632397236302,0.561234160035383,7,12.472512363749715,7,0,0.7974330357142857
14,mmlu_abstract_algebra,14,fp,39,8,0.11398995702620596,0.7039644230972044,7,9.943684325981101,0,7,0.7974330357142857
15,mmlu_abstract_algebra,15,auto,54,8,0.11544206202961504,0.5610528170363978,7,12.476543718246552,7,0,0.7639508928571429
15,mmlu_abstract_algebra,15,ptq,54,8,0.11526500503532588,0.5613332390203141,7,12.470310883811171,7,0,0.7639508928571429
15,mmlu_abstract_algebra,15,fp,54,8,0.11545463796937838,0.70633091108175,7,9.910369049656143,0,7,0.7639508928571429
16,mmlu_abstract_algebra,16,auto,45,8,0.1163496199878864,0.5600908359629102,7,12.49797274037804,7,0,0.7912946428571429
16,mmlu_abstract_algebra,16,ptq,45,8,0.11567848100094125,0.5610800608992577,7,12.475937905868403,7,0,0.7912946428571429
16,mmlu_abstract_algebra,16,fp,45,8,0.11558017699280754,0.7044289919431321,7,9.93712649544825,0,7,0.7912946428571429
17,mmlu_abstract_algebra,17,auto,56,8,0.11760338803287596,0.5623392090783454,7,12.448002712584737,7,0,0.7868303571428571
17,mmlu_abstract_algebra,17,ptq,56,8,0.11739369097631425,0.5591307160793804,7,12.519433825928823,7,0,0.7868303571428571
17,mmlu_abstract_algebra,17,fp,56,8,0.11740069999359548,0.7059470912208781,7,9.915757267154497,0,7,0.7868303571428571
18,mmlu_abstract_algebra,18,auto,50,8,0.11761222203494981,0.5614884940441698,7,12.466862766112785,7,0,0.7901785714285714
18,mmlu_abstract_algebra,18,ptq,50,8,0.11735663702711463,0.5629818799789064,7,12.433792718625817,7,0,0.7901785714285714
18,mmlu_abstract_algebra,18,fp,50,8,0.11751484603155404,0.7060544300475158,7,9.914249811489627,0,7,0.7935267857142857
19,mmlu_abstract_algebra,19,auto,88,8,0.12800363800488412,0.5612120860023424,7,12.473002942368534,7,0,0.78515625
19,mmlu_abstract_algebra,19,ptq,88,8,0.12781138101127,0.5610265500145033,7,12.477127864659954,7,0,0.78515625
19,mmlu_abstract_algebra,19,fp,88,8,0.1276595089584589,0.7087359270080924,7,9.876739323135899,0,7,0.78515625
20,mmlu_abstract_algebra,20,auto,88,8,0.12791858398122713,0.5613154870225117,7,12.470705266179952,7,0,0.7672991071428571
20,mmlu_abstract_algebra,20,ptq,88,8,0.12782648601569235,0.5615681321360171,7,12.465094793350087,7,0,0.7672991071428571
20,mmlu_abstract_algebra,20,fp,88,8,0.12782811897341162,0.708687748061493,7,9.877410776674818,0,7,0.7672991071428571
21,mmlu_abstract_algebra,21,auto,89,8,0.12820796202868223,0.5628043980104849,7,12.437713750541075,7,0,0.7957589285714286
21,mmlu_abstract_algebra,21,ptq,89,8,0.12818543601315469,0.561026921030134,7,12.47711961334564,7,0,0.7957589285714286
21,mmlu_abstract_algebra,21,fp,89,8,0.12808853900060058,0.7086585099459626,7,9.877818302829343,0,7,0.7801339285714286
22,mmlu_abstract_algebra,22,auto,80,8,0.12524871597997844,0.562174100021366,7,12.451658658294571,7,0,0.7600446428571429
22,mmlu_abstract_algebra,22,ptq,80,8,0.12515050900401548,0.5608941910322756,7,12.480072198852918,7,0,0.7600446428571429
22,mmlu_abstract_algebra,22,fp,80,8,0.12529540696414188,0.7076401790254749,7,9.892032995695686,0,7,0.7600446428571429
23,mmlu_abstract_algebra,23,auto,47,8,0.1162876799935475,0.5633961000130512,7,12.424651146569605,7,0,0.8013392857142857
23,mmlu_abstract_algebra,23,ptq,47,8,0.11639987403759733,0.5598257460515015,7,12.503890807758655,7,0,0.8013392857142857
23,mmlu_abstract_algebra,23,fp,47,8,0.11600553599419072,0.7050298069952987,7,9.92865823621366,0,7,0.8013392857142857
24,mmlu_abstract_algebra,24,auto,62,8,0.11980347603093833,0.561799556016922,7,12.459960007140255,7,0,0.7862723214285714
24,mmlu_abstract_algebra,24,ptq,62,8,0.11931995395570993,0.5596793549484573,7,12.507161356067266,7,0,0.7862723214285714
24,mmlu_abstract_algebra,24,fp,62,8,0.11953189200721681,0.7055882209679112,7,9.920800534903412,0,7,0.7862723214285714
25,mmlu_abstract_algebra,25,auto,59,8,0.11892187397461385,0.561854764004238,7,12.458735688405056,7,0,0.78515625
25,mmlu_abstract_algebra,25,ptq,59,8,0.11844433500664309,0.5630385499680415,7,12.432541253875646,7,0,0.78515625
25,mmlu_abstract_algebra,25,fp,59,8,0.11871969699859619,0.7050672059413046,7,9.928131589462602,0,7,0.78515625
26,mmlu_abstract_algebra,26,auto,64,8,0.12044693896314129,0.5600300579681061,7,12.499329099222479,7,0,0.7684151785714286
26,mmlu_abstract_algebra,26,ptq,64,8,0.1200678669847548,0.5624359629582614,7,12.44586132647331,7,0,0.7684151785714286
26,mmlu_abstract_algebra,26,fp,64,8,0.1199207620229572,0.7075471018906683,7,9.89333428303923,0,7,0.78125
27,mmlu_abstract_algebra,27,auto,73,8,0.12675436702556908,0.5629455060116015,7,12.434596111432036,7,0,0.8030133928571429
27,mmlu_abstract_algebra,27,ptq,73,8,0.12637830199673772,0.5633485210128129,7,12.425700501378952,7,0,0.8030133928571429
27,mmlu_abstract_algebra,27,fp,73,8,0.12663689494365826,0.7072883898508735,7,9.896953068147914,0,7,0.8152901785714286
28,mmlu_abstract_algebra,28,auto,75,8,0.12373240099987015,0.5654134969809093,7,12.38031995588593,7,0,0.7689732142857143
28,mmlu_abstract_algebra,28,ptq,75,8,0.1234138390282169,0.5623413229477592,7,12.447955919914303,7,0,0.7689732142857143
28,mmlu_abstract_algebra,28,fp,75,8,0.12330535898217931,0.7068835350801237,7,9.902621369171607,0,7,0.7689732142857143
29,mmlu_abstract_algebra,29,auto,58,8,0.11859669501427561,0.5619442390161566,7,12.456751958620472,7,0,0.7890625
29,mmlu_abstract_algebra,29,ptq,58,8,0.11831125401658937,0.5636350339627825,7,12.419384137257548,7,0,0.7890625
29,mmlu_abstract_algebra,29,fp,58,8,0.11819167004432529,0.7063747749780305,7,9.909753643478723,0,7,0.7890625
30,mmlu_abstract_algebra,30,auto,77,8,0.12437445600517094,0.5636999360285699,7,12.417954221029431,7,0,0.7667410714285714
30,mmlu_abstract_algebra,30,ptq,77,8,0.12416351097635925,0.5622590689454228,7,12.449776956251236,7,0,0.7667410714285714
30,mmlu_abstract_algebra,30,fp,77,8,0.12420770298922434,0.7077444579917938,7,9.890575504981438,0,7,0.7667410714285714
31,mmlu_abstract_algebra,31,auto,68,8,0.12504454096779227,0.5621360000804998,7,12.452502595453016,7,0,0.7801339285714286
31,mmlu_abstract_algebra,31,ptq,68,8,0.12485388398636132,0.5615698558976874,7,12.465056531231143,7,0,0.7801339285714286
31,mmlu_abstract_algebra,31,fp,68,8,0.12487983697792515,0.7067427660222165,7,9.904593773769104,0,7,0.7790178571428571
32,mmlu_abstract_algebra,32,auto,81,8,0.1254761609598063,0.5626231799833477,7,12.441719874049953,7,0,0.7706473214285714
32,mmlu_abstract_algebra,32,ptq,81,8,0.12585024401778355,0.5612481019925326,7,12.472202534224579,7,0,0.7706473214285714
32,mmlu_abstract_algebra,32,fp,81,8,0.12548307399265468,0.7069693699595518,7,9.901419067703731,0,7,0.7706473214285714
33,mmlu_abstract_algebra,33,auto,85,8,0.12694874597946182,0.5615118219284341,7,12.46634483306064,7,0,0.7901785714285714
33,mmlu_abstract_algebra,33,ptq,85,8,0.12686119496356696,0.5614571359474212,7,12.467559056290149,7,0,0.7901785714285714
33,mmlu_abstract_algebra,33,fp,85,8,0.12679601198760793,0.7097915699705482,7,9.862050066740657,0,7,0.7840401785714286
34,mmlu_abstract_algebra,34,auto,93,8,0.1296859480207786,0.5631494069821201,7,12.430093884876005,7,0,0.7717633928571429
34,mmlu_abstract_algebra,34,ptq,93,8,0.12949125800514594,0.561509272956755,7,12.466401424040434,7,0,0.7717633928571429
34,mmlu_abstract_algebra,34,fp,93,8,0.1294328909716569,0.7084459419711493,7,9.880782125060245,0,7,0.7717633928571429
35,mmlu_abstract_algebra,35,auto,42,8,0.11532337602693588,0.5634696400375105,7,12.423029570029728,7,0,0.8018973214285714
35,mmlu_abstract_algebra,35,ptq,42,8,0.11499598197406158,0.561574466933962,7,12.46495418179894,7,0,0.8018973214285714
35,mmlu_abstract_algebra,35,fp,42,8,0.11495281400857493,0.7042152420035563,7,9.940142704216916,0,7,0.8018973214285714
36,mmlu_abstract_algebra,36,auto,41,8,0.11504929600050673,0.5607325460296124,7,12.483669887836916,7,0,0.78515625
36,mmlu_abstract_algebra,36,ptq,41,8,0.11455783800920472,0.5658985280897468,7,12.369708795018916,7,0,0.78515625
36,mmlu_abstract_algebra,36,fp,41,8,0.11461710202274844,0.7053999309428036,7,9.923448660739357,0,7,0.78515625
37,mmlu_abstract_algebra,37,auto,61,8,0.11966929101618007,0.5663533210754395,7,12.359775672733427,7,0,0.7996651785714286
37,mmlu_abstract_algebra,37,ptq,61,8,0.11921620095381513,0.5639029089943506,7,12.413484463989755,7,0,0.7996651785714286
37,mmlu_abstract_algebra,37,fp,61,8,0.11927287402795628,0.7064179930021055,7,9.909147373570843,0,7,0.7996651785714286
38,mmlu_abstract_algebra,38,auto,33,8,0.11141916800988838,0.5627105580060743,7,12.439787916551651,7,0,0.8018973214285714
38,mmlu_abstract_algebra,38,ptq,33,8,0.11101887800032273,0.559285323950462,7,12.51597297521795,7,0,0.8018973214285714
38,mmlu_abstract_algebra,38,fp,33,8,0.1109489260124974,0.7044273360515945,7,9.937149854569666,0,7,0.8018973214285714
39,mmlu_abstract_algebra,39,auto,46,8,0.11574872897472233,0.563822922995314,7,12.415245486672378,7,0,0.7940848214285714
39,mmlu_abstract_algebra,39,ptq,46,8,0.11580789799336344,0.5610740151023492,7,12.47607233908896,7,0,0.7940848214285714
39,mmlu_abstract_algebra,39,fp,46,8,0.11611666803946719,0.705072532990016,7,9.928056579250011,0,7,0.7896205357142857
40,mmlu_abstract_algebra,40,auto,62,8,0.11969422397669405,0.560946243989747,7,12.47891411164872,7,0,0.7790178571428571
40,mmlu_abstract_algebra,40,ptq,62,8,0.1196370719699189,0.5603353959158994,7,12.492517965169968,7,0,0.7790178571428571
40,mmlu_abstract_algebra,40,fp,62,8,0.1198273460031487,0.7067084570880979,7,9.90507461710959,0,7,0.7868303571428571
41,mmlu_abstract_algebra,41,auto,36,8,0.11244669795269147,0.561133450944908,7,12.474750860445956,7,0,0.7957589285714286
41,mmlu_abstract_algebra,41,ptq,36,8,0.11158358899410814,0.5618174900882877,7,12.459562266208504,7,0,0.7957589285714286
41,mmlu_abstract_algebra,41,fp,36,8,0.1113106610137038,0.7050698349485174,7,9.928094570250796,0,7,0.7957589285714286
42,mmlu_abstract_algebra,42,auto,85,8,0.1270793559961021,0.5626440599444322,7,12.441258156517875,7,0,0.7873883928571429
42,mmlu_abstract_algebra,42,ptq,85,8,0.12702994799474254,0.5638080679927953,7,12.415572598882092,7,0,0.7873883928571429
42,mmlu_abstract_algebra,42,fp,85,8,0.1267571470234543,0.7085191761725582,7,9.879760824278899,0,7,0.7873883928571429
43,mmlu_abstract_algebra,43,auto,53,8,0.11528428498422727,0.563906796160154,7,12.413398894401592,7,0,0.7594866071428571
43,mmlu_abstract_algebra,43,ptq,53,8,0.11514018895104527,0.5647054900764488,7,12.395841944182893,7,0,0.7594866071428571
43,mmlu_abstract_algebra,43,fp,53,8,0.11525225394871086,0.7058014739886858,7,9.917803033820546,0,7,0.7594866071428571
44,mmlu_abstract_algebra,44,auto,88,8,0.12775635597063228,0.5628723029512912,7,12.436213264175752,7,0,0.80078125
44,mmlu_abstract_algebra,44,ptq,88,8,0.12753606599289924,0.5608771250699647,7,12.480451933436953,7,0,0.80078125
44,mmlu_abstract_algebra,44,fp,88,8,0.12761818000581115,0.7076996060204692,7,9.891202341290459,0,7,0.80078125
45,mmlu_abstract_algebra,45,auto,64,8,0.12006104999454692,0.5598521320498548,7,12.5033014956468,7,0,0.765625
45,mmlu_abstract_algebra,45,ptq,64,8,0.119970842031762,0.5591134140267968,7,12.51982124625704,7,0,0.765625
45,mmlu_abstract_algebra,45,fp,64,8,0.12016770796617493,0.7058041819836944,7,9.917764981678324,0,7,0.765625
46,mmlu_abstract_algebra,46,auto,66,8,0.12401467398740351,0.5609770099981688,7,12.4782297228595,7,0,0.765625
46,mmlu_abstract_algebra,46,ptq,66,8,0.1241052679833956,0.558776744059287,7,12.527364594932552,7,0,0.765625
46,mmlu_abstract_algebra,46,fp,66,8,0.12393646698910743,0.7057361600454897,7,9.91872089925051,0,7,0.765625
47,mmlu_abstract_algebra,47,auto,51,8,0.1146949750254862,0.5596412990125827,7,12.508011850359555,7,0,0.7946428571428571
47,mmlu_abstract_algebra,47,ptq,51,8,0.11457222304306924,0.5605729229864664,7,12.487224610684589,7,0,0.7946428571428571
47,mmlu_abstract_algebra,47,fp,51,8,0.11460179195273668,0.7054152710479684,7,9.923232863389483,0,7,0.7985491071428571
48,mmlu_abstract_algebra,48,auto,88,8,0.12783447495894507,0.5607426880742423,7,12.483444098112253,7,0,0.7717633928571429
48,mmlu_abstract_algebra,48,ptq,88,8,0.12768765800865367,0.5593088589375839,7,12.515446319403223,7,0,0.7717633928571429
48,mmlu_abstract_algebra,48,fp,88,8,0.12769156298600137,0.7076583960442804,7,9.891778348323289,0,7,0.7717633928571429
49,mmlu_abstract_algebra,49,auto,43,8,0.1151795900077559,0.5598095070454292,7,12.504253521782262,7,0,0.8024553571428571
49,mmlu_abstract_algebra,49,ptq,43,8,0.11531322298105806,0.5584920939872973,7,12.533749493254623,7,0,0.8024553571428571
49,mmlu_abstract_algebra,49,fp,43,8,0.114797540998552,0.7034000469720922,7,9.951662684887095,0,7,0.8024553571428571
50,mmlu_abstract_algebra,50,auto,54,8,0.11568513000383973,0.5605278870207258,7,12.488227904602313,7,0,0.7661830357142857
50,mmlu_abstract_algebra,50,ptq,54,8,0.11545936902984977,0.5618937849649228,7,12.457870486033205,7,0,0.7661830357142857
50,mmlu_abstract_algebra,50,fp,54,8,0.1154786340193823,0.7049177919398062,7,9.930235950971342,0,7,0.7661830357142857
51,mmlu_abstract_algebra,51,auto,52,8,0.11503725603688508,0.5604698769748211,7,12.489520467688708,7,0,0.7935267857142857
51,mmlu_abstract_algebra,51,ptq,52,8,0.11495946400100365,0.5592044329969212,7,12.517783456195419,7,0,0.7935267857142857
51,mmlu_abstract_algebra,51,fp,52,8,0.11474179901415482,0.7052532290108502,7,9.925512868360517,0,7,0.7935267857142857
52,mmlu_abstract_algebra,52,auto,50,8,0.11737528600497171,0.5602832930744626,7,12.49367969119452,7,0,0.7845982142857143
52,mmlu_abstract_algebra,52,ptq,50,8,0.11722869495861232,0.5613493160926737,7,12.469953733486625,7,0,0.7845982142857143
52,mmlu_abstract_algebra,52,fp,50,8,0.11708168499171734,0.7051781660993584,7,9.92656939269687,0,7,0.7845982142857143
53,mmlu_abstract_algebra,53,auto,83,8,0.126250633969903,0.5612065049353987,7,12.473126983454655,7,0,0.76953125
53,mmlu_abstract_algebra,53,ptq,83,8,0.12608554697362706,0.559289951052051,7,12.515869428429149,7,0,0.76953125
53,mmlu_abstract_algebra,53,fp,83,8,0.1260304429451935,0.7075175161007792,7,9.893747986025714,0,7,0.76953125
54,mmlu_abstract_algebra,54,auto,38,8,0.11374739703023806,0.5588222119258717,7,12.526345321664769,7,0,0.8024553571428571
54,mmlu_abstract_algebra,54,ptq,38,8,0.11379539803601801,0.560010667948518,7,12.499761880685304,7,0,0.8024553571428571
54,mmlu_abstract_algebra,54,fp,38,8,0.1137764870072715,0.703569695004262,7,9.949263093200164,0,7,0.8024553571428571
55,mmlu_abstract_algebra,55,auto,62,8,0.11962400801712647,0.560497460886836,7,12.488905817564968,7,0,0.7890625
55,mmlu_abstract_algebra,55,ptq,62,8,0.11935610300861299,0.5583253240329213,7,12.53749328337335,7,0,0.7890625
55,mmlu_abstract_algebra,55,fp,62,8,0.11939815199002624,0.7053877618745901,7,9.923619856116131,0,7,0.7890625
56,mmlu_abstract_algebra,56,auto,58,8,0.11813277000328526,0.5600148719968274,7,12.499668044600888,7,0,0.7639508928571429
56,mmlu_abstract_algebra,56,ptq,58,8,0.11814179399516433,0.5590512540657073,7,12.521213303954532,7,0,0.7639508928571429
56,mmlu_abstract_algebra,56,fp,58,8,0.11828019499080256,0.7047799919964746,7,9.932177529856743,0,7,0.7639508928571429
57,mmlu_abstract_algebra,57,auto,33,8,0.11191897501703352,0.5599871369777247,7,12.50028712762816,7,0,0.8108258928571429
57,mmlu_abstract_algebra,57,ptq,33,8,0.11125759698916227,0.5626746739726514,7,12.440581252001104,7,0,0.8108258928571429
57,mmlu_abstract_algebra,57,fp,33,8,0.11108085903106257,0.7036989399930462,7,9.947435760055532,0,7,0.8108258928571429
58,mmlu_abstract_algebra,58,auto,58,8,0.11826314096106216,0.5606778031797148,7,12.484888754827843,7,0,0.7739955357142857
58,mmlu_abstract_algebra,58,ptq,58,8,0.11829767003655434,0.559852488047909,7,12.503293545068571,7,0,0.7739955357142857
58,mmlu_abstract_algebra,58,fp,58,8,0.11821306199999526,0.7053352779475972,7,9.92435827167015,0,7,0.7739955357142857
59,mmlu_abstract_algebra,59,auto,78,8,0.12457728997105733,0.5614015270257369,7,12.468794014660904,7,0,0.7901785714285714
59,mmlu_abstract_algebra,59,ptq,78,8,0.12449028302216902,0.5618228430394083,7,12.459443553648804,7,0,0.7901785714285714
59,mmlu_abstract_algebra,59,fp,78,8,0.12444180296733975,0.7069951681187376,7,9.901057766245401,0,7,0.7901785714285714
60,mmlu_abstract_algebra,60,auto,58,8,0.11828004103153944,0.56315181608079,7,12.43004071036464,7,0,0.7628348214285714
60,mmlu_abstract_algebra,60,ptq,58,8,0.1181747280061245,0.5598540400387719,7,12.503258884253519,7,0,0.7628348214285714
60,mmlu_abstract_algebra,60,fp,58,8,0.11820685700513422,0.7051309429225512,7,9.927234182898214,0,7,0.7628348214285714
61,mmlu_abstract_algebra,61,auto,79,8,0.12500286498107016,0.5600730861187913,7,12.498368826305828,7,0,0.7606026785714286
61,mmlu_abstract_algebra,61,ptq,79,8,0.1247035670094192,0.5606169310049154,7,12.486244372699163,7,0,0.7606026785714286
61,mmlu_abstract_algebra,61,fp,79,8,0.124636079010088,0.7059345408924855,7,9.915933552635309,0,7,0.7606026785714286
62,mmlu_abstract_algebra,62,auto,75,8,0.12349991296650842,0.5597232028958388,7,12.506181562215243,7,0,0.78125
62,mmlu_abstract_algebra,62,ptq,75,8,0.12326525698881596,0.5582745890133083,7,12.538632668865988,7,0,0.78125
62,mmlu_abstract_algebra,62,fp,75,8,0.12322295201011002,0.7066844110377133,7,9.90541165287773,0,7,0.78125
63,mmlu_abstract_algebra,63,auto,62,8,0.11945774697232991,0.5587297641322948,7,12.528417938985179,7,0,0.79296875
63,mmlu_abstract_algebra,63,ptq,62,8,0.11957806901773438,0.5586317170527764,7,12.53061683810316,7,0,0.79296875
63,mmlu_abstract_algebra,63,fp,62,8,0.11944933299673721,0.7057182709686458,7,9.918972326438466,0,7,0.7784598214285714
64,mmlu_abstract_algebra,64,auto,37,8,0.11330107401590794,0.5600295239710249,7,12.499341017532085,7,0,0.7924107142857143
64,mmlu_abstract_algebra,64,ptq,37,8,0.11337157100206241,0.5585599800106138,7,12.53222617178371,7,0,0.7924107142857143
64,mmlu_abstract_algebra,64,fp,37,8,0.11341765196993947,0.7035614651395008,7,9.94937947406209,0,7,0.7912946428571429
65,mmlu_abstract_algebra,65,auto,49,8,0.11718695401214063,0.5594541351310909,7,12.512196372200851,7,0,0.7996651785714286
65,mmlu_abstract_algebra,65,ptq,49,8,0.11698445701040328,0.5603846710291691,7,12.491419487160876,7,0,0.7996651785714286
65,mmlu_abstract_algebra,65,fp,49,8,0.11658637499203905,0.7057114070630632,7,9.919068800562085,0,7,0.7996651785714286
66,mmlu_abstract_algebra,66,auto,87,8,0.12743395898723975,0.56561024003895,7,12.37601355929828,7,0,0.7745535714285714
66,mmlu_abstract_algebra,66,ptq,87,8,0.12735562300076708,0.5691544900182635,7,12.298945405447611,7,0,0.7745535714285714
66,mmlu_abstract_algebra,66,fp,87,8,0.12742093502311036,0.7084154969197698,7,9.88120676416085,0,7,0.7745535714285714
67,mmlu_abstract_algebra,67,auto,65,8,0.12353918596636504,0.56597098702332,7,12.368125152167163,7,0,0.7840401785714286
67,mmlu_abstract_algebra,67,ptq,65,8,0.12367787497350946,0.563469726825133,7,12.423027656590286,7,0,0.7840401785714286
67,mmlu_abstract_algebra,67,fp,65,8,0.12363688298501074,0.7067503770231269,7,9.904487111113264,0,7,0.7840401785714286
68,mmlu_abstract_algebra,68,auto,85,8,0.12681603798409924,0.5635423729545437,7,12.421426206693836,7,0,0.7901785714285714
68,mmlu_abstract_algebra,68,ptq,85,8,0.12699181598145515,0.5660780369653367,7,12.365786239519199,7,0,0.7901785714285714
68,mmlu_abstract_algebra,68,fp,85,8,0.12673856696346775,0.7080851459759288,7,9.885816754921679,0,7,0.8152901785714286
69,mmlu_abstract_algebra,69,auto,74,8,0.12336216302355751,0.5613764491281472,7,12.469351022600678,7,0,0.7712053571428571
69,mmlu_abstract_algebra,69,ptq,74,8,0.12306670600082725,0.5619490599492565,7,12.456645092763557,7,0,0.7712053571428571
69,mmlu_abstract_algebra,69,fp,74,8,0.12301569897681475,0.7073954209918156,7,9.895455628176858,0,7,0.7712053571428571
70,mmlu_abstract_algebra,70,auto,55,8,0.11739582702284679,0.5604300801060162,7,12.490407364779232,7,0,0.7739955357142857
70,mmlu_abstract_algebra,70,ptq,55,8,0.11715099302818999,0.5604094750015065,7,12.490866611384796,7,0,0.7739955357142857
70,mmlu_abstract_algebra,70,fp,55,8,0.11727604997577146,0.7050717999809422,7,9.92806690068899,0,7,0.7739955357142857
71,mmlu_abstract_algebra,71,auto,42,8,0.11492371803615242,0.5624454589560628,7,12.44565119788233,7,0,0.8058035714285714
