batch_size,batch_index,actual_batch_size,mode,prompt_tokens_mean,prompt_tokens_max,prefill_s,decode_s,decode_steps,decode_tokens,decode_step_tps,decode_token_tps,ptq_route_steps,fp_route_steps,avg_route_score
1,10,1,auto,81,81,0.12553672003559768,0.6759353149682283,7,7,10.356020531830072,10.356020531830072,1,6,0.7712053571428571
1,10,1,ptq,81,81,0.12515822000568733,0.530206436116714,7,7,13.20240480532208,13.20240480532208,7,0,0.7712053571428571
1,10,1,fp,81,81,0.12499876203946769,0.6990905500133522,7,7,10.01300904420222,10.01300904420222,0,7,0.7712053571428571
1,11,1,auto,59,59,0.11827106098644435,0.679347580880858,7,7,10.3040037191619,10.3040037191619,1,6,0.7678571428571429
1,11,1,ptq,59,59,0.11838696600170806,0.5310936780879274,7,7,13.180348945598043,13.180348945598043,7,0,0.7678571428571429
1,11,1,fp,59,59,0.11864709696965292,0.6972713260329328,7,7,10.039133603594339,10.039133603594339,0,7,0.7678571428571429
1,12,1,auto,44,44,0.11524791800184175,0.6777647139970213,7,7,10.328067920087625,10.328067920087625,1,6,0.7862723214285714
1,12,1,ptq,44,44,0.11180531495483592,0.5298789408989251,7,7,13.210564639773553,13.210564639773553,7,0,0.7862723214285714
1,12,1,fp,44,44,0.11505137197673321,0.70146462705452,7,7,9.979120443169458,9.979120443169458,0,7,0.7862723214285714
1,13,1,auto,110,110,0.134421632043086,0.6323454520315863,7,7,11.06989854597759,11.06989854597759,3,4,0.8018973214285714
1,13,1,ptq,110,110,0.1334711239906028,0.5328984989901073,7,7,13.135709733214968,13.135709733214968,7,0,0.8018973214285714
1,13,1,fp,110,110,0.13385701697552577,0.7079213800025173,7,7,9.888103676110346,9.888103676110346,0,7,0.7857142857142857
1,14,1,auto,39,39,0.1107218120014295,0.6516609249520116,7,7,10.741782623402626,10.741782623402626,2,5,0.7974330357142857
1,14,1,ptq,39,39,0.11321595701156184,0.5323829089174978,7,7,13.1484311061623,13.1484311061623,7,0,0.7974330357142857
1,14,1,fp,39,39,0.1137992279836908,0.6961589589482173,7,7,10.0551747701069,10.0551747701069,0,7,0.7974330357142857
1,15,1,auto,54,54,0.11563249898608774,0.7026047360850498,7,7,9.962927433430586,9.962927433430586,0,7,0.7639508928571429
1,15,1,ptq,54,54,0.11639740399550647,0.5324834840721451,7,7,13.145947638540438,13.145947638540438,7,0,0.7639508928571429
1,15,1,fp,54,54,0.11547707300633192,0.7025907840579748,7,7,9.963125276949818,9.963125276949818,0,7,0.7639508928571429
1,16,1,auto,45,45,0.1122604240081273,0.6265478088753298,7,7,11.17233178512776,11.17233178512776,3,4,0.7912946428571429
1,16,1,ptq,45,45,0.11482672899728641,0.5302053450723179,7,7,13.202431972927826,13.202431972927826,7,0,0.7912946428571429
1,16,1,fp,45,45,0.11523889400996268,0.7035536429611966,7,7,9.949490092237465,9.949490092237465,0,7,0.7912946428571429
1,17,1,auto,56,56,0.11566993896849453,0.6508052020799369,7,7,10.755906648607592,10.755906648607592,2,5,0.7868303571428571
1,17,1,ptq,56,56,0.11707411694806069,0.5317560189869255,7,7,13.163931859833093,13.163931859833093,7,0,0.7868303571428571
1,17,1,fp,56,56,0.11759581899968907,0.6970443110330962,7,7,10.04240317179439,10.04240317179439,0,7,0.7868303571428571
1,18,1,auto,50,50,0.11700195603771135,0.6526301840203814,7,7,10.725829376873246,10.725829376873246,2,5,0.7957589285714286
1,18,1,ptq,50,50,0.11680995300412178,0.5292339370935224,7,7,13.22666501404465,13.22666501404465,7,0,0.7901785714285714
1,18,1,fp,50,50,0.11751031398307532,0.6963815840426832,7,7,10.051960247660642,10.051960247660642,0,7,0.7935267857142857
1,19,1,auto,88,88,0.12754880799911916,0.6555766520323232,7,7,10.677622484418292,10.677622484418292,2,5,0.78515625
1,19,1,ptq,88,88,0.12765149801271036,0.5319692690391093,7,7,13.158654846066632,13.158654846066632,7,0,0.78515625
1,19,1,fp,88,88,0.12741466198349372,0.6997914179810323,7,7,10.002980631279668,10.002980631279668,0,7,0.78515625
1,20,1,auto,88,88,0.1275472409906797,0.6814748669276014,7,7,10.27183883032867,10.27183883032867,1,6,0.7672991071428571
1,20,1,ptq,88,88,0.12736599001800641,0.5296488879830576,7,7,13.21630264656369,13.21630264656369,7,0,0.7672991071428571
1,20,1,fp,88,88,0.1274518150021322,0.7062316591036506,7,7,9.911761827393015,9.911761827393015,0,7,0.7672991071428571
1,21,1,auto,89,89,0.1279348930111155,0.6778575719799846,7,7,10.326653104358465,10.326653104358465,1,6,0.7801339285714286
1,21,1,ptq,89,89,0.1278609730070457,0.5309226960525848,7,7,13.184593636785667,13.184593636785667,7,0,0.7957589285714286
1,21,1,fp,89,89,0.1276719140005298,0.7010673680342734,7,7,9.984775100326432,9.984775100326432,0,7,0.7801339285714286
1,22,1,auto,80,80,0.12518113100668415,0.700697252061218,7,7,9.990049168037023,9.990049168037023,0,7,0.7600446428571429
1,22,1,ptq,80,80,0.12492532003670931,0.5327671340783127,7,7,13.138948617973597,13.138948617973597,7,0,0.7600446428571429
1,22,1,fp,80,80,0.12503914500121027,0.7007390100043267,7,7,9.98945384809785,9.98945384809785,0,7,0.7600446428571429
1,23,1,auto,47,47,0.1160110310302116,0.6531978359562345,7,7,10.716508253204031,10.716508253204031,2,5,0.8013392857142857
1,23,1,ptq,47,47,0.11616258398862556,0.5311959120444953,7,7,13.177812255854953,13.177812255854953,7,0,0.8013392857142857
1,23,1,fp,47,47,0.11268855695379898,0.6988500240840949,7,7,10.016455260446078,10.016455260446078,0,7,0.8013392857142857
1,24,1,auto,62,62,0.11913622205611318,0.6556140240863897,7,7,10.677013826473022,10.677013826473022,2,5,0.7862723214285714
1,24,1,ptq,62,62,0.11972166900523007,0.5310804229811765,7,7,13.180677910712793,13.180677910712793,7,0,0.7862723214285714
1,24,1,fp,62,62,0.11887922597816214,0.7002344270586036,7,7,9.996652163196426,9.996652163196426,0,7,0.7862723214285714
1,25,1,auto,59,59,0.11816715396707878,0.6549047689768486,7,7,10.68857692231503,10.68857692231503,2,5,0.78515625
1,25,1,ptq,59,59,0.118829146027565,0.5306200310005806,7,7,13.192114113747696,13.192114113747696,7,0,0.78515625
1,25,1,fp,59,59,0.11807883199071512,0.7035726761096157,7,7,9.949220937211907,9.949220937211907,0,7,0.78515625
1,26,1,auto,64,64,0.11810596799477935,0.6758881339919753,7,7,10.356743443114079,10.356743443114079,1,6,0.78125
1,26,1,ptq,64,64,0.11954867502208799,0.5340287149883807,7,7,13.107909375532934,13.107909375532934,7,0,0.7684151785714286
1,26,1,fp,64,64,0.11978166998596862,0.6985424040467478,7,7,10.020866248703129,10.020866248703129,0,7,0.78125
1,27,1,auto,73,73,0.12433247902663425,0.6308265749830753,7,7,11.09655217075756,11.09655217075756,3,4,0.8152901785714286
1,27,1,ptq,73,73,0.12264327402226627,0.5319980659405701,7,7,13.157942571885169,13.157942571885169,7,0,0.8030133928571429
1,27,1,fp,73,73,0.12399161100620404,0.7044964310480282,7,7,9.936175247313331,9.936175247313331,0,7,0.8152901785714286
1,28,1,auto,75,75,0.12334337801439688,0.6754700480378233,7,7,10.363153807240364,10.363153807240364,1,6,0.7689732142857143
1,28,1,ptq,75,75,0.12312686396762729,0.5303307490539737,7,7,13.199310076752846,13.199310076752846,7,0,0.7689732142857143
1,28,1,fp,75,75,0.12330203398596495,0.7021722740028054,7,7,9.96906351783983,9.96906351783983,0,7,0.7689732142857143
1,29,1,auto,58,58,0.1179956630221568,0.6542341011227109,7,7,10.699533986362859,10.699533986362859,2,5,0.7890625
1,29,1,ptq,58,58,0.11788295797305182,0.5336823409306817,7,7,13.116416757940296,13.116416757940296,7,0,0.7890625
1,29,1,fp,58,58,0.11794935801299289,0.7032739809947088,7,7,9.953446578670832,9.953446578670832,0,7,0.7890625
1,30,1,auto,77,77,0.12388312898110598,0.7000173641135916,7,7,9.999751947387567,9.999751947387567,0,7,0.7667410714285714
1,30,1,ptq,77,77,0.12403241102583706,0.5315907640033402,7,7,13.168024115550692,13.168024115550692,7,0,0.7667410714285714
1,30,1,fp,77,77,0.12394504895200953,0.7013053819537163,7,7,9.981386397604997,9.981386397604997,0,7,0.7667410714285714
1,31,1,auto,68,68,0.12270292296307161,0.6545302949962206,7,7,10.694692138032234,10.694692138032234,2,5,0.7790178571428571
1,31,1,ptq,68,68,0.12296535802306607,0.53144490608247,7,7,13.171638150792127,13.171638150792127,7,0,0.7801339285714286
1,31,1,fp,68,68,0.1226102159707807,0.7028848229674622,7,7,9.958957387139431,9.958957387139431,0,7,0.7790178571428571
1,32,1,auto,81,81,0.12498227797914296,0.6765044909552671,7,7,10.347307510280615,10.347307510280615,1,6,0.7706473214285714
1,32,1,ptq,81,81,0.1250803600414656,0.5320248149801046,7,7,13.157281019423445,13.157281019423445,7,0,0.7706473214285714
1,32,1,fp,81,81,0.12507130403537303,0.7047643678961322,7,7,9.932397718824026,9.932397718824026,0,7,0.7706473214285714
1,33,1,auto,85,85,0.12694054294843227,0.6571386799914762,7,7,10.652241624387104,10.652241624387104,2,5,0.7840401785714286
1,33,1,ptq,85,85,0.12647551303962246,0.5313133820309304,7,7,13.17489872595096,13.17489872595096,7,0,0.7901785714285714
1,33,1,fp,85,85,0.1264257209841162,0.7050248199957423,7,7,9.928728466669122,9.928728466669122,0,7,0.7840401785714286
1,34,1,auto,93,93,0.12913215497974306,0.6770035051158629,7,7,10.339680588214996,10.339680588214996,1,6,0.7717633928571429
1,34,1,ptq,93,93,0.12913260300410911,0.5304173390613869,7,7,13.197155304890718,13.197155304890718,7,0,0.7717633928571429
1,34,1,fp,93,93,0.1292203789926134,0.7003671600250527,7,7,9.994757606495433,9.994757606495433,0,7,0.7717633928571429
1,35,1,auto,42,42,0.11463091603945941,0.6298128300113603,7,7,11.11441315013182,11.11441315013182,3,4,0.8018973214285714
1,35,1,ptq,42,42,0.11135429900605232,0.5323012010194361,7,7,13.150449382030244,13.150449382030244,7,0,0.8018973214285714
1,35,1,fp,42,42,0.11400844401214272,0.7022683650138788,7,7,9.96769945612125,9.96769945612125,0,7,0.8018973214285714
1,36,1,auto,41,41,0.11446419398998842,0.6966287739924155,7,7,10.048393436123286,10.048393436123286,0,7,0.78515625
1,36,1,ptq,41,41,0.11392940301448107,0.5331145870732144,7,7,13.130385417570027,13.130385417570027,7,0,0.78515625
1,36,1,fp,41,41,0.11117963999276981,0.6989691250491887,7,7,10.01474850481756,10.01474850481756,0,7,0.78515625
1,37,1,auto,61,61,0.11891375295817852,0.6563215469941497,7,7,10.66550387086773,10.66550387086773,2,5,0.7996651785714286
1,37,1,ptq,61,61,0.11929363099625334,0.531701032014098,7,7,13.16529323534282,13.16529323534282,7,0,0.7996651785714286
1,37,1,fp,61,61,0.11858664604369551,0.7002808849792928,7,7,9.995988966922878,9.995988966922878,0,7,0.7996651785714286
1,38,1,auto,33,33,0.11115234397584572,0.6277968349750154,7,7,11.15010399865839,11.15010399865839,3,4,0.8018973214285714
1,38,1,ptq,33,33,0.11085541197098792,0.5299390279687941,7,7,13.209066761567522,13.209066761567522,7,0,0.8018973214285714
1,38,1,fp,33,33,0.10867141699418426,0.6972726860549301,7,7,10.039114022384853,10.039114022384853,0,7,0.8018973214285714
1,39,1,auto,46,46,0.11520346696488559,0.6550674500176683,7,7,10.685922495173891,10.685922495173891,2,5,0.7896205357142857
1,39,1,ptq,46,46,0.11593749199528247,0.5336571199004538,7,7,13.117036649498372,13.117036649498372,7,0,0.7940848214285714
1,39,1,fp,46,46,0.11534410901367664,0.7030095270602033,7,7,9.957190806890083,9.957190806890083,0,7,0.7896205357142857
1,40,1,auto,62,62,0.11758103297324851,0.6513680429779924,7,7,10.74661257251226,10.74661257251226,2,5,0.7790178571428571
1,40,1,ptq,62,62,0.1189349380438216,0.5304487599642016,7,7,13.196373577105561,13.196373577105561,7,0,0.7790178571428571
1,40,1,fp,62,62,0.11976477201096714,0.6981332700233907,7,7,10.026738877185252,10.026738877185252,0,7,0.7868303571428571
1,41,1,auto,36,36,0.11131580203073099,0.6521359861362725,7,7,10.7339575622457,10.7339575622457,2,5,0.7957589285714286
1,41,1,ptq,36,36,0.10937366500729695,0.5294005208997987,7,7,13.222503045713685,13.222503045713685,7,0,0.7957589285714286
1,41,1,fp,36,36,0.11180076794698834,0.6994838140672073,7,7,10.007379526479552,10.007379526479552,0,7,0.7957589285714286
1,42,1,auto,85,85,0.1265911940135993,0.6558314900612459,7,7,10.673473454814275,10.673473454814275,2,5,0.7873883928571429
1,42,1,ptq,85,85,0.12653244100511074,0.5298221270204522,7,7,13.21198123484523,13.21198123484523,7,0,0.7873883928571429
1,42,1,fp,85,85,0.12649368902202696,0.704697321052663,7,7,9.93334271449129,9.93334271449129,0,7,0.7873883928571429
1,43,1,auto,53,53,0.11534666799707338,0.6967589500709437,7,7,10.046516086068594,10.046516086068594,0,7,0.7594866071428571
1,43,1,ptq,53,53,0.11474102904321626,0.5309593880083412,7,7,13.183682515262415,13.183682515262415,7,0,0.7594866071428571
1,43,1,fp,53,53,0.11460541101405397,0.6989473599242046,7,7,10.015060362713287,10.015060362713287,0,7,0.7594866071428571
1,44,1,auto,88,88,0.12736518698511645,0.6306084199459292,7,7,11.100390953549601,11.100390953549601,3,4,0.80078125
1,44,1,ptq,88,88,0.12750112503999844,0.5296468289452605,7,7,13.21635402583229,13.21635402583229,7,0,0.80078125
1,44,1,fp,88,88,0.1274485170142725,0.7047139290953055,7,7,9.933108614706153,9.933108614706153,0,7,0.80078125
1,45,1,auto,64,64,0.11793754796963185,0.69965152698569,7,7,10.004980665386544,10.004980665386544,0,7,0.765625
1,45,1,ptq,64,64,0.11941260698949918,0.5303306460846215,7,7,13.199312639539698,13.199312639539698,7,0,0.765625
1,45,1,fp,64,64,0.11998518998734653,0.6977566219284199,7,7,10.03215129747361,10.03215129747361,0,7,0.765625
1,46,1,auto,66,66,0.12171286001102999,0.6778018440236337,7,7,10.327502147893128,10.327502147893128,1,6,0.765625
1,46,1,ptq,66,66,0.12214393803151324,0.5297424120362848,7,7,13.213969357470539,13.213969357470539,7,0,0.765625
1,46,1,fp,66,66,0.12238909298321232,0.69843899901025,7,7,10.022349854346079,10.022349854346079,0,7,0.765625
1,47,1,auto,51,51,0.11457078595412895,0.6289449740434065,7,7,11.129749483484856,11.129749483484856,3,4,0.7946428571428571
1,47,1,ptq,51,51,0.11400460300501436,0.5291171250282787,7,7,13.22958503682126,13.22958503682126,7,0,0.7946428571428571
1,47,1,fp,51,51,0.1153751480160281,0.702523753978312,7,7,9.964075891184885,9.964075891184885,0,7,0.7985491071428571
1,48,1,auto,88,88,0.12760963797336444,0.676358591997996,7,7,10.349539553155763,10.349539553155763,1,6,0.7717633928571429
1,48,1,ptq,88,88,0.12731968302978203,0.5306288218707778,7,7,13.19189556142257,13.19189556142257,7,0,0.7717633928571429
1,48,1,fp,88,88,0.12728307396173477,0.7010027430369519,7,7,9.985695590396585,9.985695590396585,0,7,0.7717633928571429
1,49,1,auto,43,43,0.11548833298729733,0.6260698319529183,7,7,11.180861371589637,11.180861371589637,3,4,0.8024553571428571
1,49,1,ptq,43,43,0.11469840299105272,0.5300683339592069,7,7,13.205844513886216,13.205844513886216,7,0,0.8024553571428571
1,49,1,fp,43,43,0.1115648279665038,0.6982216209289618,7,7,10.025470123206327,10.025470123206327,0,7,0.8024553571428571
1,50,1,auto,54,54,0.11622184701263905,0.7029260299750604,7,7,9.958373572036248,9.958373572036248,0,7,0.7661830357142857
1,50,1,ptq,54,54,0.11548321298323572,0.5298371970420703,7,7,13.211605449898572,13.211605449898572,7,0,0.7661830357142857
1,50,1,fp,54,54,0.11527591501362622,0.7031137119047344,7,7,9.955715386401733,9.955715386401733,0,7,0.7661830357142857
1,51,1,auto,52,52,0.11484531802125275,0.6275286018499173,7,7,11.15487003997015,11.15487003997015,3,4,0.7935267857142857
1,51,1,ptq,52,52,0.11556443001609296,0.5304897160385735,7,7,13.195354760639711,13.195354760639711,7,0,0.7935267857142857
1,51,1,fp,52,52,0.11531127500347793,0.702865517931059,7,7,9.959230921734589,9.959230921734589,0,7,0.7935267857142857
1,52,1,auto,50,50,0.11388453701511025,0.6738864948856644,7,7,10.38750598672802,10.38750598672802,1,6,0.7845982142857143
1,52,1,ptq,50,50,0.11682063800981268,0.5310948760597967,7,7,13.18031921515255,13.18031921515255,7,0,0.7845982142857143
1,52,1,fp,50,50,0.11746022995794192,0.6964727640734054,7,7,10.050644276539474,10.050644276539474,0,7,0.7845982142857143
1,53,1,auto,83,83,0.12631214899010956,0.6771991779678501,7,7,10.33669299629942,10.33669299629942,1,6,0.76953125
1,53,1,ptq,83,83,0.12586382403969765,0.5306660370551981,7,7,13.190970424345968,13.190970424345968,7,0,0.76953125
1,53,1,fp,83,83,0.12577156600309536,0.6991996149881743,7,7,10.011447160362627,10.011447160362627,0,7,0.76953125
1,54,1,auto,38,38,0.11311489500803873,0.6292076610843651,7,7,11.125102939681833,11.125102939681833,3,4,0.8024553571428571
1,54,1,ptq,38,38,0.11024465097580105,0.5311083790147677,7,7,13.179984117338435,13.179984117338435,7,0,0.8024553571428571
1,54,1,fp,38,38,0.11353202100144699,0.6955691360635683,7,7,10.063701272910228,10.063701272910228,0,7,0.8024553571428571
1,55,1,auto,62,62,0.11902584903873503,0.6546342510264367,7,7,10.692993819104819,10.692993819104819,2,5,0.7890625
1,55,1,ptq,62,62,0.11734608502592891,0.5297441999427974,7,7,13.213924759829123,13.213924759829123,7,0,0.7890625
1,55,1,fp,62,62,0.11884994298452511,0.704353179957252,7,7,9.93819606298198,9.93819606298198,0,7,0.7890625
1,56,1,auto,58,58,0.11835102504119277,0.6977027939283289,7,7,10.032925281246717,10.032925281246717,0,7,0.7639508928571429
1,56,1,ptq,58,58,0.11780471401289105,0.5309660399798304,7,7,13.183517349369286,13.183517349369286,7,0,0.7639508928571429
1,56,1,fp,58,58,0.11611426097806543,0.6989537549670786,7,7,10.01496873041294,10.01496873041294,0,7,0.7639508928571429
1,57,1,auto,33,33,0.1103548280079849,0.6049042490776628,7,7,11.57207940045612,11.57207940045612,4,3,0.8108258928571429
1,57,1,ptq,33,33,0.1113116079941392,0.5305121780256741,7,7,13.194796066794975,13.194796066794975,7,0,0.8108258928571429
1,57,1,fp,33,33,0.11090309103019536,0.700329642102588,7,7,9.99529304369299,9.99529304369299,0,7,0.8108258928571429
1,58,1,auto,58,58,0.11618696502409875,0.6741288320044987,7,7,10.38377186625551,10.38377186625551,1,6,0.7739955357142857
1,58,1,ptq,58,58,0.11759792699012905,0.5313799009891227,7,7,13.173249471743361,13.173249471743361,7,0,0.7739955357142857
1,58,1,fp,58,58,0.11819044599542394,0.6969941100105643,7,7,10.043126476196335,10.043126476196335,0,7,0.7739955357142857
1,59,1,auto,78,78,0.12433074798900634,0.6541867560008541,7,7,10.700308338236766,10.700308338236766,2,5,0.7901785714285714
1,59,1,ptq,78,78,0.12424236198421568,0.5320337630109861,7,7,13.157059733172337,13.157059733172337,7,0,0.7901785714285714
1,59,1,fp,78,78,0.1244635809562169,0.7026862160419114,7,7,9.961772182510677,9.961772182510677,0,7,0.7901785714285714
1,60,1,auto,58,58,0.11618767003528774,0.6995052770944312,7,7,10.007072468525523,10.007072468525523,0,7,0.7628348214285714
1,60,1,ptq,58,58,0.11763863102532923,0.5306795699871145,7,7,13.190634039614466,13.190634039614466,7,0,0.7628348214285714
1,60,1,fp,58,58,0.11831108800834045,0.6969382999232039,7,7,10.043930719220532,10.043930719220532,0,7,0.7628348214285714
1,61,1,auto,79,79,0.1247319370158948,0.7045641579315998,7,7,9.935220123246138,9.935220123246138,0,7,0.7606026785714286
1,61,1,ptq,79,79,0.12464009498944506,0.5332754399278201,7,7,13.126424875196697,13.126424875196697,7,0,0.7606026785714286
1,61,1,fp,79,79,0.12435273197479546,0.7037227059481665,7,7,9.947099817631281,9.947099817631281,0,7,0.7606026785714286
1,62,1,auto,75,75,0.12320490996353328,0.6807212958228774,7,7,10.283209946499733,10.283209946499733,1,6,0.78125
1,62,1,ptq,75,75,0.1231138039729558,0.5333819719380699,7,7,13.123803143486743,13.123803143486743,7,0,0.78125
1,62,1,fp,75,75,0.12324372597504407,0.7046907799667679,7,7,9.93343491783745,9.93343491783745,0,7,0.78125
1,63,1,auto,62,62,0.11739130003843457,0.6751127461320721,7,7,10.36863848313507,10.36863848313507,1,6,0.7784598214285714
1,63,1,ptq,62,62,0.11889842298114672,0.532760010974016,7,7,13.139124288255573,13.139124288255573,7,0,0.79296875
1,63,1,fp,62,62,0.11955635104095563,0.6991489849169739,7,7,10.012172156455712,10.012172156455712,0,7,0.7784598214285714
1,64,1,auto,37,37,0.11294676398392767,0.6539650859776884,7,7,10.703935347763844,10.703935347763844,2,5,0.7912946428571429
1,64,1,ptq,37,37,0.10996784700546414,0.5311127910972573,7,7,13.1798746280207,13.1798746280207,7,0,0.7924107142857143
1,64,1,fp,37,37,0.1124621820054017,0.7007372580701485,7,7,9.989478823030204,9.989478823030204,0,7,0.7912946428571429
1,65,1,auto,49,49,0.11734499497106299,0.6302343580173329,7,7,11.106979349747677,11.106979349747677,3,4,0.7996651785714286
1,65,1,ptq,49,49,0.11687087803147733,0.5320801928755827,7,7,13.155911634614865,13.155911634614865,7,0,0.7996651785714286
1,65,1,fp,49,49,0.11345236998749897,0.6995130519499071,7,7,10.006961243235356,10.006961243235356,0,7,0.7996651785714286
1,66,1,auto,87,87,0.12737052905140445,0.681782620085869,7,7,10.26720217525986,10.26720217525986,1,6,0.7745535714285714
1,66,1,ptq,87,87,0.12727939296746626,0.5355001090210862,7,7,13.071892763563122,13.071892763563122,7,0,0.7745535714285714
1,66,1,fp,87,87,0.127136253984645,0.7049268478294834,7,7,9.930108381534147,9.930108381534147,0,7,0.7745535714285714
1,67,1,auto,65,65,0.12028420000569895,0.6520724849542603,7,7,10.735002873938187,10.735002873938187,2,5,0.7840401785714286
1,67,1,ptq,65,65,0.12128424498951063,0.5315808579907753,7,7,13.168269501761243,13.168269501761243,7,0,0.7840401785714286
1,67,1,fp,65,65,0.12207055900944397,0.6983567819115706,7,7,10.023529779204429,10.023529779204429,0,7,0.7840401785714286
1,68,1,auto,85,85,0.12663368799258024,0.6559237649198622,7,7,10.671971918650073,10.671971918650073,2,5,0.7879464285714286
1,68,1,ptq,85,85,0.12660328799393028,0.5321998421568424,7,7,13.152953919774106,13.152953919774106,7,0,0.7901785714285714
1,68,1,fp,85,85,0.12650168599793687,0.7055890620686114,7,7,9.920788708767315,9.920788708767315,0,7,0.8152901785714286
1,69,1,auto,74,74,0.12307044299086556,0.6788381340447813,7,7,10.311736552410927,10.311736552410927,1,6,0.7712053571428571
1,69,1,ptq,74,74,0.12297127401689067,0.5291712900507264,7,7,13.228230880267484,13.228230880267484,7,0,0.7712053571428571
1,69,1,fp,74,74,0.12278915999922901,0.7038277279352769,7,7,9.945615556430182,9.945615556430182,0,7,0.7712053571428571
1,70,1,auto,55,55,0.1176242939545773,0.6742013709736057,7,7,10.382654650926309,10.382654650926309,1,6,0.7739955357142857
1,70,1,ptq,55,55,0.11695955001050606,0.5308172959485091,7,7,13.187211595077756,13.187211595077756,7,0,0.7739955357142857
1,70,1,fp,55,55,0.11521037598140538,0.6991152180708013,7,7,10.012655738372285,10.012655738372285,0,7,0.7739955357142857
1,71,1,auto,42,42,0.11414165794849396,0.6288229759084061,7,7,11.131908769535189,11.131908769535189,3,4,0.8058035714285714
1,71,1,ptq,42,42,0.11446156702004373,0.5294896000996232,7,7,13.220278545004385,13.220278545004385,7,0,0.8058035714285714
1,71,1,fp,42,42,0.11414453899487853,0.7014770080568269,7,7,9.978944312645137,9.978944312645137,0,7,0.8058035714285714
